711,2110,ETAVES ET BOCQUIAUX
712,2000,ETOUVELLES
713,2580,ETREAUPONT
714,2590,ETREILLERS
715,2400,ETREPILLY
716,2510,ETREUX
717,2190,EVERGNICOURT
718,2320,FAUCOUCOURT
719,2600,FAVEROLLES
720,2100,FAYET
721,2800,LA FERE
722,2130,FERE EN TARDENOIS
723,2270,LA FERTE CHEVRESIS
724,2460,LA FERTE MILON
725,2450,FESMY LE SART
726,2840,FESTIEUX
727,2110,FIEULAINE
728,2000,FILAIN
729,2260,LA FLAMENGRIE
730,2120,FLAVIGNY LE GRAND ET BEAURAIN
731,2520,FLAVY LE MARTEL
732,2600,FLEURY
733,2590,FLUQUIERES
734,2670,FOLEMBRAY
735,2110,FONSOMME
736,2680,FONTAINE LES CLERCS
737,2140,FONTAINE LES VERVINS
738,2110,FONTAINE NOTRE DAME
739,2110,FONTAINE UTERTE
740,2170,FONTENELLE
741,2540,FONTENELLE EN BRIE
742,2290,FONTENOY
743,2590,FORESTE
744,2650,FOSSOY
745,2870,FOURDRAIN
746,2760,FRANCILLY SELENCY
747,2140,FRANQUEVILLE
748,2130,FRESNES EN TARDENOIS
749,2380,FRESNES
750,2230,FRESNOY LE GRAND
751,2800,FRESSANCOURT
752,2700,FRIERES FAILLOUEL
753,2260,FROIDESTREES
754,2270,FROIDMONT COHARTILLE
755,2810,GANDELU
756,2430,GAUCHY
757,2140,GERCY
758,2260,GERGNY
759,2590,GERMAINE
760,2160,GERNICOURT
761,2440,GIBERCOURT
762,2350,GIZY
763,2400,GLAND
764,2160,GLENNES
765,2820,GOUDELANCOURT LES BERRIEUX
766,2350,GOUDELANCOURT LES PIERREPONT
767,2130,GOUSSANCOURT
768,2420,GOUY
769,2350,GRANDLUP ET FAY
770,2360,GRANDRIEUX
771,2100,GRICOURT
772,2210,GRISOLLES
773,2140,GRONARD
774,2110,GROUGIS
775,2680,GRUGIES
776,2190,GUIGNICOURT
777,2120,GUISE
778,2300,GUIVRY
779,2300,GUNY
780,2160,GUYENCOURT
781,2510,HANNAPES
782,2480,HAPPENCOURT
783,2600,HARAMONT
784,2140,HARCIGNY
785,2420,HARGICOURT
786,2100,HARLY
787,2210,HARTENNES ET TAUX
788,2140,HARY
789,2420,LEHAUCOURT
790,2810,HAUTEVESNES
791,2120,HAUTEVILLE
792,2140,HAUTION
793,2500,LA HERIE
794,2120,LE HERIE LA VIEVILLE
795,2440,HINACOURT
796,2500,HIRSON
797,2760,HOLNON
798,2720,HOMBLIERES
799,2140,HOURY
800,2250,HOUSSET
801,2510,IRON
802,2240,ITANCOURT
803,2360,IVIERS
804,2850,JAULGONNE
805,2490,JEANCOURT
806,2140,JEANTES
807,2420,JONCOURT
808,2220,JOUAIGNES
809,2380,JUMENCOURT
810,2160,JUMIGNY
811,2480,JUSSY
812,2880,JUVIGNY
813,2190,JUVINCOURT ET DAMARY
814,2880,LAFFAUX
815,2140,LAIGNY
816,2590,LANCHY
817,2120,LANDIFAY ET BERTAIGNEMONT
818,2140,LANDOUZY LA COUR
819,2140,LANDOUZY LA VILLE
820,2380,LANDRICOURT
821,2000,LANISCOURT
822,2000,LAON
823,2150,LAPPION
824,2600,LARGNY SUR AUTOMNE
825,2210,LATILLY
826,2210,LAUNOY
827,2860,LAVAL EN LAONNOIS
828,2450,LAVAQUERESSE
829,2600,LAVERSINE
830,2140,LEME
831,2420,LEMPIRE
832,2260,LERZY
833,2170,LESCHELLE
834,2100,LESDINS
835,2220,LESGES
836,2120,LESQUIELLES ST GERMAIN
837,2380,LEUILLY SOUS COUCY
838,2880,LEURY
839,2500,LEUZE
840,2420,LEVERGIES
841,2220,LHUYS
842,2810,LICY CLIGNON
843,2860,LIERVAL
844,2350,LIESSE NOTRE DAME
845,2700,LIEZ
